Asset_ID,Anomaly_Type,Severity,Description,Timestamp,Recommended_Action
EQX1009,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-14 09:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1010,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-07-16 22:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1010,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-07-17 02:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1011,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-11-05 09:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1012,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-30 04:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1012,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-03 07:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1013,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-10-16 21:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1015,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-02 22:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1015,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-03 05:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1015,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-04 16:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1016,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-02 06:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1016,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-03 10:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1016,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-03 18:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1017,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-24 12:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1017,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-24 13:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1018,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-07-09 18:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1018,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-07-12 05:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1018,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-07-12 16:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1019,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-09 16:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1019,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-12 15:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1019,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-12 19:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1020,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-10 12:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1020,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-12 15:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1021,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-11-19 02:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1021,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-11-19 17:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1021,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-11-22 03:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1022,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-29 06:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1022,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-30 14:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1022,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-30 18:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1022,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-31 16:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1022,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-01 07:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1023,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-10-01 05:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1023,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-10-02 12:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1023,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-10-03 19:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1023,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-10-03 23:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1024,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-30 03:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1024,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-30 12:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1024,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-05-02 04:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-10 23:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-11 17:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-12 18:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-12 20:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-13 01:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-13 16:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-13 17:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-13 19:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1025,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-08-15 07:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1026,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-19 17:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1027,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-05 11:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1028,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-21 11:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1029,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-12-24 20:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1029,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-12-26 22:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1030,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-15 20:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1030,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-16 10:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1030,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-17 19:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1030,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-17 21:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1030,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-01-18 22:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1031,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-29 15:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1031,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-30 12:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1031,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-30 14:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1031,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-07-02 04:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1032,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-05 21:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1032,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-07 02:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1032,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-03-07 17:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1033,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-07 23:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1033,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-09 00:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1033,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-10 03:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1033,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-11 07:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1033,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-02-12 00:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1034,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-11-10 19:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1034,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-11-11 03:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1035,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-12-18 20:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1035,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-12-20 04:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1036,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-09-03 18:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1036,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-09-05 15:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1037,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-03 17:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1037,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-04 21:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1037,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-05 06:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1037,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-04-05 15:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1039,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-09-25 13:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1039,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-09-27 05:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1039,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2024-09-28 05:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1040,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-05-31 10:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1040,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-05-31 23:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1040,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-01 16:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1040,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-02 01:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1040,Engine Condition = CRITICAL,CRITICAL,Critical engine condition flagged due to extreme temperature or vibration spikes.,2025-06-02 23:00:00,Shut down engine immediately and dispatch emergency field mechanic.
EQX1001,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-10-30 13:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1001,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-01 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1002,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-03-13 04:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1003,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-02-28 20:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1003,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-03 15:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1004,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-05-13 12:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1004,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-05-15 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1005,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-12-14 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1005,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-12-14 12:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1006,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-24 23:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1006,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-26 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1006,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-27 03:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1006,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-27 13:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1006,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-28 05:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1007,Missing Operator,HIGH,Equipment EQX1007 operating without assigned certified operator ID.,2024-12-11,Assign certified operator immediately or halt machine operation.
EQX1007,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-08-15 20:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1007,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-08-18 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1008,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-01 17:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1008,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-11-05 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1009,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-12 16:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1009,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-13 22:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1009,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-04-14 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1010,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-16 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1010,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-16 07:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1010,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-17 02:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1010,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-07-17 12:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1010,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-20 01:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1010,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-07-20 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1011,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-05 04:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1011,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2024-11-05 09:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1012,Missing Operator,HIGH,Equipment EQX1012 operating without assigned certified operator ID.,2025-03-01,Assign certified operator immediately or halt machine operation.
EQX1012,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-01-31 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1012,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-03 07:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1013,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2024-10-15 15:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1014,Missing Operator,HIGH,Equipment EQX1014 operating without assigned certified operator ID.,2024-10-30,Assign certified operator immediately or halt machine operation.
EQX1014,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-15 04:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1015,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-06-02 06:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1015,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-06-02 14:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1015,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-06-03 04:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1016,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0217' logged by engine ECM.,2025-02-01 23:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0217' service.
EQX1016,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-02-03 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
EQX1017,Diagnostic Trouble Codes,HIGH,Diagnostic Trouble Code (DTC) 'P0087' logged by engine ECM.,2025-03-26 18:00:00,Dispatch field technician for ECM diagnostic scan and DTC 'P0087' service.
